2215,0.0
2215,0.0
2215,0.0
2232,0.0
2232,0.0
2232,0.0
2248,0.0
2248,0.0
2248,0.0
2248,0.0
2265,0.0
2265,0.0
2265,0.0
2281,0.0
2281,0.0
2298,0.0
2298,164.334
2298,164.334
2314,156.336
2332,156.336
2332,240.355
2348,240.355
2348,316.358
2365,316.358
2365,361.357
2381,361.357
2398,372.353
2398,372.353
2415,354.352
2415,354.352
2432,322.349
2432,322.349
2449,279.175
2465,279.175
2465,235.192
2465,235.192
2482,190.372
2498,190.372
2498,166.357
2515,166.357
2515,159.354
2531,159.354
2531,163.352
2548,163.352
2565,174.351
2565,174.351
2582,189.351
2582,189.351
2601,206.345
2601,206.345
2615,219.34
2632,219.34
2632,228.334
2632,228.334
2650,237.331
2668,237.331
2668,278.325
2681,278.325
2698,387.329
2698,387.329
2715,573.319
2715,573.319
2731,833.319
2731,833.319
2748,974.328
2748,974.328
2765,974.345
2765,974.345
2782,974.343
2801,974.343
2801,974.346
2815,974.346
2815,974.343
2832,974.343
2832,974.343
2851,974.343
2865,974.342
2865,974.342
2882,974.342
2882,974.342
2898,974.34
2898,974.34
2915,974.349
2931,974.349
2931,974.346
2949,974.346
2949,974.343
2965,974.343
2965,771.342
2982,771.342
2982,569.344
3001,569.344
3001,455.333
3016,455.333
3032,369.335
3032,369.335
3032,290.327
3051,290.327
3065,241.333
3065,241.333
3081,219.35
3098,219.35
3098,210.349
3115,210.349
3115,209.346
3132,209.346
3132,209.345
3148,209.345
3165,206.343
3165,206.343
3165,200.308
3182,200.308
3198,196.12
3198,196.12
3216,186.303
3216,186.303
3232,176.367
3232,176.367
3248,178.349
3266,178.349
3266,182.347
3282,182.347
3282,194.345
3299,194.345
3299,203.343
3315,203.343
3332,212.339
3332,212.339
3332,215.335
3351,215.335
3365,222.332
3365,222.332
3382,227.326
3399,227.326
3399,245.324
3415,245.324
3415,319.321
3431,319.321
3431,465.313
3449,465.313
3449,694.309
3465,694.309
3465,938.318
3481,938.318
3499,974.33
3499,974.33
3515,974.339
3515,974.339
3532,974.341
3532,974.341
3548,974.341
3548,974.341
3568,974.339
3582,974.339
3582,974.336
3601,974.336
3601,974.337
3615,974.337
3632,974.34
3632,974.34
3632,974.338
3649,974.338
3668,974.341
3668,974.341
3682,974.345
3682,974.345
3700,974.343
3700,974.343
3715,892.343
3732,892.343
3748,667.337
3748,667.337
3748,488.343
3766,488.343
3766,401.325
3782,401.325
3799,325.328
3799,325.328
3799,253.322
3817,253.322
3836,199.341
3836,199.341
3849,166.346
3864,166.346
3864,154.347
3864,154.347
3882,157.346
3898,157.346
3898,159.343
3915,159.343
3915,165.346
3932,165.346
3932,168.198
3948,168.198
3964,171.82
3964,171.82
3981,169.359
3981,169.359
3998,176.349
3998,176.349
4014,189.35
4014,189.35
4032,200.346
4047,200.346
4047,211.344
4064,211.344
4064,218.341
4081,218.341
4081,226.34
4098,226.34
4114,230.334
4114,230.334
4131,231.33
4131,231.33
4148,234.327
4148,234.327
4164,268.319
4164,268.319
4182,365.314
4182,365.314
4198,547.307
4215,547.307
4215,811.31
4231,811.31
4231,974.323
4248,974.323
4248,974.333
4265,974.333
4281,974.341
4281,974.341
4298,974.34
4298,974.34
4315,974.343
4315,974.343
4332,974.339
4348,974.339
4348,974.335
4348,974.335
4366,974.336
4382,974.336
4382,974.342
4399,974.342
4399,974.34
4415,974.34
4415,974.34
4432,974.34
4448,974.342
4448,974.342
4465,974.346
4465,974.346
4482,871.344
4482,871.344
4499,646.342
4515,646.342
4515,464.336
4532,464.336
4532,378.322
4548,378.322
4548,297.323
4565,297.323
4565,216.328
4583,216.328
4598,161.35
4598,161.35
4615,132.35
4615,132.35
4632,121.351
4632,121.351
4649,122.348
4649,122.348
4665,126.345
4682,126.345
4682,133.34
4699,133.34
4699,142.15
4715,142.15
4732,147.229
4732,147.229
4732,146.377
4751,146.377
4765,160.352
4765,160.352
4782,173.351
4782,173.351
4799,187.355
4815,187.355
4815,203.35
4815,203.35
4832,204.344
4849,204.344
4849,210.342
4866,210.342
4866,213.337
4882,213.337
4882,214.333
4899,214.333
4915,220.327
4915,220.327
4933,268.325
4933,268.325
4949,388.326
4949,388.326
4965,584.318
4982,584.318
4982,846.318
4998,846.318
4998,974.329
5016,974.329
5016,974.343
5035,974.343
5048,974.348
5048,974.348
5065,974.352
5065,974.352
5081,974.346
5081,974.346
5099,974.349
5099,974.349
5115,974.344
5115,974.344
5132,974.345
5149,974.345
5149,974.346
5149,974.346
5168,974.35
5182,974.35
5182,974.353
5198,974.353
5215,907.353
5215,907.353
5232,658.353
5232,658.353
5251,456.355
5251,456.355
5265,359.351
5281,359.351
5281,283.343
5298,283.343
5298,214.34
5315,214.34
5315,173.334
5332,173.334
5332,149.346
5349,149.346
5349,145.365
5365,145.365
5382,151.355
5382,151.355
5398,154.362
5398,154.362
5415,159.352
5415,159.352
5432,160.353
5449,160.353
5449,158.307
5465,158.307
5465,159.126
5482,159.126
5482,153.321
5500,153.321
5500,142.381
5519,142.381
5532,143.358
5532,143.358
5548,153.358
5548,153.358
5565,168.355
5565,168.355
5581,178.353
5581,178.353
5599,189.349
5616,189.349
5616,197.345
5632,197.345
5632,199.34
5648,199.34
5648,199.34
5665,199.34
5682,210.334
5682,210.334
5698,258.33
5698,258.33
5715,375.322
5731,375.322
5731,566.314
5749,566.314
5749,817.32
5749,817.32
5768,974.325
5782,974.325
5782,974.349
5799,974.349
5799,974.352
5816,974.352
5816,974.348
5836,974.348
5848,974.343
5848,974.343
5848,974.343
5869,974.343
5882,974.343
5882,974.343
5899,973.341
5915,973.341
5915,974.339
5932,974.339
5932,974.345
5949,974.345
5949,878.348
5965,878.348
5982,652.343
5982,652.343
5982,475.341
6002,475.341
6015,399.344
6015,399.344
6032,340.326
6032,340.326
6049,285.327
6049,285.327
6066,256.321
6082,256.321
6082,250.336
6099,250.336
6099,253.348
6116,253.348
6116,258.345
6132,258.345
6148,264.343
6148,264.343
6165,261.347
6165,261.347
6182,255.343
6182,255.343
6198,241.246
6215,241.246
6215,230.79
6232,230.79
6232,213.333
6248,213.333
6248,200.359
6265,200.359
6265,201.343
6282,201.343
6282,210.344
6298,210.344
6298,218.342
6315,218.342
6332,229.342
6332,229.342
6349,241.336
6349,241.336
6365,248.326
6365,248.326
6381,250.326
6399,250.326
6399,247.323
6415,247.323
6415,261.315
6432,261.315
6432,324.315
6449,324.315
6466,459.308
6466,459.308
6482,676.309
6482,676.309
6499,905.313
6499,905.313
6515,974.325
6515,974.325
6532,974.335
6532,974.335
6548,974.334
6565,974.334
6565,974.335
6581,974.335
6581,974.332
6598,974.332
6598,974.329
6615,974.329
6633,974.337
6633,974.337
6649,974.334
6649,974.334
6665,974.336
6665,974.336
6684,974.335
6698,974.335
6698,974.338
6715,974.338
6715,973.34
6732,973.34
6732,735.336
6749,735.336
6749,545.34
6765,545.34
6765,443.336
6782,443.336
6798,361.318
6798,361.318
6815,292.32
6815,292.32
6832,241.32
6832,241.32
6849,217.335
6866,217.335
6866,210.347
6882,210.347
6882,211.345
6899,211.345
6899,217.344
6916,217.344
6932,218.343
6932,218.343
6949,219.346
6949,219.346
6965,221.172
6965,221.172
6982,218.127
6982,218.127
6999,211.372
6999,211.372
7015,211.344
7033,211.344
7033,217.35
7048,217.35
7048,221.344
7065,221.344
7065,230.343
7082,230.343
7098,236.344
7098,236.344
7116,239.337
7116,239.337
7132,237.327
7132,237.327
7148,238.324
7165,238.324
7165,243.32
7182,243.32
7182,282.316
7198,282.316
7198,396.316
7215,396.316
7215,594.308
7232,594.308
7232,859.309
7249,859.309
7266,974.322
7266,974.322
7283,974.338
7283,974.338
7299,974.342
7299,974.342
7316,974.344
7332,974.344
7332,974.339
7348,974.339
7348,974.339
7366,974.339
7366,974.338
7382,974.338
7398,974.338
7398,974.338
7416,974.344
7416,974.344
7432,974.343
7432,974.343
7448,974.343
7465,974.343
7465,974.348
7465,974.348
7483,974.346
7499,974.346
7499,974.346
7516,974.346
7516,754.345
7532,754.345
7532,557.343
7548,557.343
7565,441.322
7565,441.322
7582,340.329
7582,340.329
7598,248.324
7598,248.324
7615,184.347
7632,184.347
7632,148.354
7649,148.354
7649,132.352
7665,132.352
7665,134.349
7682,134.349
7698,142.35
7698,142.35
7698,152.352
7715,152.352
7732,163.171
7732,163.171
7749,168.166
7749,168.166
7766,166.378
7766,166.378
7781,172.357
7798,172.357
7798,185.358
7815,185.358
7815,191.357
7832,191.357
7832,190.354
7849,190.354
7866,193.349
7866,193.349
7882,196.351
7882,196.351
7899,194.341
7899,194.341
7916,190.338
7916,190.338
7932,194.332
7948,194.332
7948,232.329
7965,232.329
7965,337.324
7982,337.324
7982,523.319
7999,523.319
7999,778.32
8015,778.32
8032,974.334
8032,974.334
8049,974.349
8049,974.349
8065,974.355
8065,974.355
8082,974.349
8099,974.349
8099,974.351
8116,974.351
8116,974.346
8132,974.346
8132,974.348
8149,974.348
8165,974.348
8165,974.348
8182,974.352
8182,974.352
8199,974.352
