0,0,0
0,0,0
0,740.72,0
0.09375,760.74,0
0.39063,450.44,0
0.90625,389.38,0
1.2031,360.35,0
1.5469,368.36,0
1.7969,855.84,0
2.0156,571.56,0
2.375,498.49,0
2.7188,378.37,0
3.0469,371.36,0
3.3438,522.51,0
3.6406,763.75,0
3.9531,499.49,0
4.2813,392.38,0
4.6406,370.36,0
4.9688,389.38,0
5.2813,854.83,0
5.5781,481.47,0
5.8906,418.41,0
6.1875,351.34,0
6.4844,344.34,0
6.8281,909.89,0
7.2188,486.48,0
7.5156,459.45,0
7.8438,337.33,0
8.1406,352.34,0
8.4219,778.76,0
8.75,594.58,0
9.0156,502.49,0
9.2656,396.39,0
9.5156,342.33,0
9.7813,337.33,0
10.031,542.53,0
10.469,586.57,0
10.734,487.48,0
11.078,351.34,0
11.391,368.36,0
11.719,410.4,0
11.938,824.81,0
12.156,480.47,0
12.531,493.48,0
12.844,360.35,0
13.172,357.35,0
13.438,474.46,0
13.75,749.73,0
14.047,485.47,0
14.344,409.4,0
14.641,350.34,0
15.016,474.46,0
15.359,727.71,0
15.672,493.48,0
15.969,378.37,0
16.234,355.35,0
16.578,394.39,0
16.828,825.81,0
17.141,474.46,0
17.422,416.41,0
17.813,333.33,0
18.188,352.34,0
18.75,775.76,0
19.156,569.56,0
19.453,478.47,0
19.703,347.34,0
19.984,346.34,0
20.234,361.35,0
20.5,820.8,0
20.766,465.45,0
21.063,426.42,0
21.422,333.33,0
21.703,329.32,0
22.063,802.78,0
22.328,562.55,0
22.578,466.46,0
22.844,392.38,0
23.094,334.33,0
23.297,350.34,0
23.547,387.38,0
23.75,866.85,0
23.906,629.61,0
24.094,440.43,0
24.281,474.46,0
24.5,370.36,0
24.672,335.33,0
24.859,348.34,0
25.063,335.33,0
25.219,729.71,0
25.438,706.69,0
25.688,440.43,0
25.859,476.47,0
26.016,404.39,0
26.172,342.33,0
26.375,365.36,0
26.531,356.35,0
26.703,690.67,0
26.938,748.73,0
27.125,459.45,0
27.266,473.46,0
27.406,439.43,0
27.672,335.33,0
27.953,357.35,0
28.203,822.8,0
28.563,584.57,0
28.813,491.48,0
29.063,361.35,0
29.359,373.36,0
29.625,409.4,0
